id,1,Unique identifier,Scale,8,Right,F9.2,F9.2,"-7.00, -8.00, -9.00",,
b2_coded_81,182,b2_coded_81 -- Seniors programs - Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_81 -- Seniors programs,Seniors programs
b2_coded_82,183,b2_coded_82 -- Seniors programs - Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_82 -- Seniors programs,Seniors programs
b2_coded_83,184,b2_coded_83 -- Seniors programs - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_83 -- Seniors programs,Seniors programs
b2_coded_84,185,b2_coded_84 -- Seniors programs - Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_84 -- Seniors programs,Seniors programs
b2_coded_85,186,b2_coded_85 -- Seniors programs - Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_85 -- Seniors programs,Seniors programs
b2_coded_86,187,b2_coded_86 -- Seniors programs - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_86 -- Seniors programs,Seniors programs
b2_coded_87,188,b2_coded_87 -- Childrens programs - Cost/Affordability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_87 -- Childrens programs,Childrens programs
b2_coded_88,189,b2_coded_88 -- Childrens programs - Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_88 -- Childrens programs,Childrens programs
b2_coded_89,190,b2_coded_89 -- Childrens programs - Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_89 -- Childrens programs,Childrens programs
b2_coded_90,191,b2_coded_90 -- Childrens programs - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_90 -- Childrens programs,Childrens programs
b2_coded_91,192,b2_coded_91 -- Childrens programs - Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_91 -- Childrens programs,Childrens programs
b2_coded_92,193,b2_coded_92 -- Childrens programs - Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_92 -- Childrens programs,Childrens programs
b2_coded_93,194,b2_coded_93 -- Childrens programs - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_93 -- Childrens programs,Childrens programs
b2_coded_94,195,b2_coded_94 -- Community programs - Cost/Affordability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_94 -- Community programs,Community programs
b2_coded_95,196,b2_coded_95 -- Community programs - Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_95 -- Community programs,Community programs
b2_coded_96,197,b2_coded_96 -- Community programs - Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_96 -- Community programs,Community programs
b2_coded_97,198,b2_coded_97 -- Community programs - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_97 -- Community programs,Community programs
b2_coded_98,199,b2_coded_98 -- Community programs - Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_98 -- Community programs,Community programs
b2_coded_99,200,b2_coded_99 -- Community programs - Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_99 -- Community programs,Community programs
b2_coded_100,201,b2_coded_100 -- Community programs - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_100 -- Community programs,Community programs
b2_coded_101,202,b2_coded_101 -- Bylaw and traffic enforcement - Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_101 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_102,203,b2_coded_102 -- Bylaw and traffic enforcement - Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_102 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_103,204,b2_coded_103 -- Bylaw and traffic enforcement - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_103 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_104,205,b2_coded_104 -- Bylaw and traffic enforcement - Programs : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_104 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_105,206,b2_coded_105 -- Bylaw and traffic enforcement - Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_105 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_106,207,b2_coded_106 -- Bylaw and traffic enforcement - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_106 -- Bylaw and traffic enforcement,Bylaw and traffic enforcement
b2_coded_107,208,"b2_coded_107 -- Taxes, licensing, and permits - Cost/Affordability : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_107 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_108,209,"b2_coded_108 -- Taxes, licensing, and permits - Availability : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_108 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_109,210,"b2_coded_109 -- Taxes, licensing, and permits - Variety : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_109 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_110,211,"b2_coded_110 -- Taxes, licensing, and permits - Funding : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_110 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_111,212,"b2_coded_111 -- Taxes, licensing, and permits - Programs : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_111 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_112,213,"b2_coded_112 -- Taxes, licensing, and permits - Other : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_112 -- Taxes, licensing, and permits","Taxes, licensing, and permits"
b2_coded_113,214,b2_coded_113 -- Downtown - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_113 -- Downtown,Downtown
b2_coded_114,215,b2_coded_114 -- Downtown - Programs : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_114 -- Downtown,Downtown
b2_coded_115,216,b2_coded_115 -- Downtown - Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_115 -- Downtown,Downtown
b2_coded_116,217,b2_coded_116 -- Downtown - Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_116 -- Downtown,Downtown
b2_coded_117,218,b2_coded_117 -- Downtown - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_117 -- Downtown,Downtown
b2_coded_118,219,"b2_coded_118 -- Entertainment, events, and attractions - Cost/Affordability : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_118 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_119,220,"b2_coded_119 -- Entertainment, events, and attractions - Availability : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_119 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_120,221,"b2_coded_120 -- Entertainment, events, and attractions - Variety : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_120 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_121,222,"b2_coded_121 -- Entertainment, events, and attractions - Funding : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_121 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_122,223,"b2_coded_122 -- Entertainment, events, and attractions - Programs : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_122 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_123,224,"b2_coded_123 -- Entertainment, events, and attractions - Maintenance : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_123 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_124,225,"b2_coded_124 -- Entertainment, events, and attractions - Safety : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_124 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_125,226,"b2_coded_125 -- Entertainment, events, and attractions - Other : What is the reason for your rating '[B1 rating]'?",Nominal,8,Left,F2,F2,"-7, -8, -9","b2_coded_125 -- Entertainment, events, and attractions","Entertainment, events, and attractions"
b2_coded_126,227,b2_coded_126 -- Communications and public engagement - Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_126 -- Communications and public engagement,Communications and public engagement
b2_coded_127,228,b2_coded_127 -- Communications and public engagement - Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_127 -- Communications and public engagement,Communications and public engagement
b2_coded_128,229,b2_coded_128 -- Communications and public engagement - Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_128 -- Communications and public engagement,Communications and public engagement
b2_coded_129,230,b2_coded_129 -- Communications and public engagement - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_129 -- Communications and public engagement,Communications and public engagement
b2_coded_130,231,b2_coded_130 -- City governance - Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",b2_coded_130 -- City governance,City governance
b2_coded_131,232,b2_coded_131 -- Disability programs: Cost/Affordability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_132,233,b2_coded_132 -- Disability programs: Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_133,234,b2_coded_133 -- Disability programs: Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_134,235,b2_coded_134 -- Disability programs: Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_135,236,b2_coded_135 -- Disability programs: Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_136,237,b2_coded_136 -- Disability programs: Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_137,238,b2_coded_137 -- Disability programs: Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_138,239,b2_coded_138 -- Other/general city services and programs: Cost/Affordability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_139,240,b2_coded_139 -- Other/general city services and programs: Availability : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_140,241,b2_coded_140 -- Other/general city services and programs: Variety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_141,242,b2_coded_141 -- Other/general city services and programs: Funding : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_142,243,b2_coded_142 -- Other/general city services and programs: Maintenance : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_143,244,b2_coded_143 -- Other/general city services and programs: Safety : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_144,245,b2_coded_144 -- Other/general city services and programs: Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_145,246,b2_coded_145 -- Other comments (not related to City services or programs) : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_998,247,b2_coded_998 -- Other : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
b2_coded_999,248,b2_coded_999 -- Don't know : What is the reason for your rating '[B1 rating]'?,Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_1,316,"c1_coded_1 -- Cost of living - Low/affordable : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_2,317,"c1_coded_2 -- Cost of living - High/unaffordable : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_3,318,"c1_coded_3 -- Housing cost - Low/affordable : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_4,319,"c1_coded_4 -- Housing cost - High/unaffordable : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_5,320,"c1_coded_5 -- Housing - Availability : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_6,321,"c1_coded_6 -- Housing - Lack of/unavailabie : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_7,322,"c1_coded_7 -- Homelessness - Low/not an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_8,323,"c1_coded_8 -- Homelessness - High/an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_9,324,"c1_coded_9 -- Crime - Low/not an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_10,325,"c1_coded_10 -- Crime - High/an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_11,326,"c1_coded_11 -- Drugs and addiction - Low/not an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_12,327,"c1_coded_12 -- Drugs and addiction - High/an issue : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_13,328,"c1_coded_13 -- Jobs and employment - Have job/opportunities : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_14,329,"c1_coded_14 -- Jobs and employment - No job/opportunities : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_15,330,"c1_coded_15 -- Parks and green spaces - Good/have many : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_16,331,"c1_coded_16 -- Parks and green spaces - Poor/not enough : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_17,332,"c1_coded_17 -- Transit - Good/convenient/safe/low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_18,333,"c1_coded_18 -- Transit - Poor/inconvenient/not safe/high cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_19,334,"c1_coded_19 -- Walkability - Easy to get around/places close by : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_20,335,"c1_coded_20 -- Walkability - Difficult to get around/places far apart : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_21,336,"c1_coded_21 -- Safety - Feel safe : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_22,337,"c1_coded_22 -- Safety - Do not feel safe : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_23,338,"c1_coded_23 -- Downtown - Good/Safe/Vibrant/General positive comments : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_24,339,"c1_coded_24 -- Downtown - Poor/Unsafe/Dull/General negative comments : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_25,340,"c1_coded_25 -- Social services and supports - Good/Available/Accessible : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_26,341,"c1_coded_26 -- Social services and supports - Poor/Unavailable/Not accessible : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_27,342,"c1_coded_27 -- Traffic - Not much/Quiet/Not congested : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_28,343,"c1_coded_28 -- Traffic - Too much/Loud/Congested : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_29,344,"c1_coded_29 -- Programs for children - Good/Available/Accessible/Low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_30,345,"c1_coded_30 -- Programs for children - Poor/Unavailable/Not accessible/High cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_31,346,"c1_coded_31 -- Programs for seniors - Good/Available/Accessible/Low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_32,347,"c1_coded_32 -- Programs for seniors - Poor/Unavailable/Not accessible/High cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_33,348,"c1_coded_33 -- Programs for persons with disabilities - Good/Available/Accessible/Low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_34,349,"c1_coded_34 -- Programs for persons with disabilities - Poor/Unavailable/Not accessible/High cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_35,350,"c1_coded_35 -- People and sense of community - Friendly/Know people : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_36,351,"c1_coded_36 -- People and sense of community - No friendly/Don't know people : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_37,352,"c1_coded_37 -- Condition of roads and sidewalks - Good/well maintained : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_38,353,"c1_coded_38 -- Condition of roads and sidewalks - Poor/not maintained : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_39,354,"c1_coded_39 -- Recreational facilities and programs - Good/convenient/safe/low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_40,355,"c1_coded_40 -- Recreational facilities and programs - Poor/inconvenient/not safe/high cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_41,356,"c1_coded_41 -- Events and attractions - Good/convenient/safe/low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_42,357,"c1_coded_42 -- Events and attractions - Poor/inconvenient/not safe/high cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_43,358,"c1_coded_43 -- Health care - Good/convenient/low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_44,359,"c1_coded_44 -- Health care - Poor/inconvenient/high cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_45,360,"c1_coded_45 -- Schools and education - Good/have options : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_46,361,"c1_coded_46 -- Schools and education - Poor/not many options : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_47,362,"c1_coded_47 -- Child care - Good/convenient/low cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_48,363,"c1_coded_48 -- Child care - Poor/inconvenient/high cost : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_49,364,"c1_coded_49 -- City governance - Good : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_50,365,"c1_coded_50 -- City governance - Poor : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_51,366,"c1_coded_51 -- Local businesses - Good/have many : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_52,367,"c1_coded_52 -- Local businesses - Poor/not enough : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_53,368,"c1_coded_53 -- Entertainment/amenities - Good/have many : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_54,369,"c1_coded_54 -- Entertainment/amenities - Poor/not enough : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_55,370,"c1_coded_55 -- Weather - Good : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_56,371,"c1_coded_56 -- Weather - Poor : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_57,372,"c1_coded_57 -- Taxes - Low : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_58,373,"c1_coded_58 -- Taxes - High : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_59,374,"c1_coded_59 -- Other positive factors (including general) : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_60,375,"c1_coded_60 -- Other negative factors (including general) : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_61,376,"c1_coded_61 -- Infrastructure - poor/needs updating/poor planning of constructions : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_62,377,"c1_coded_62 -- City services - good/reliable/well maintained (e.g., street cleaning, snow removal, etc.) : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_63,378,"c1_coded_63 -- City services - poor (e.g., street cleaning, snow removal, etc.) : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_64,379,"c1_coded_64 -- Quality of life - good (e.g., a pleasant place to live, peaceful, good quality of life, etc.) : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonto",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_65,380,"c1_coded_65 -- Air quality - good : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_97,381,"c1_coded_97 -- Other : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
c1_coded_98,382,"c1_coded_98 -- Don't know : Based on your personal situation and what you're seeing in your community, is there anything else that you want to share with the City of Edmonton?",Nominal,8,Left,F2,F2,"-7, -8, -9",,
